nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_3001_a_3500.parquet,19183400,Instalador de Acessórios,2021-08-24T23:59:59Z,2021-08-24T17:24:16Z,1500,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1104912,P,C,1,"<li> Instalar acessórios em veículos, rastreadores, alarmes, entre outros e presta assistência aos clientes. Realizar visitas, atende clientes na prestação de assistência técnica, identifica suas necessidades e dificuldade e acompanha pedidos, a fim de solucionar problemas.</li>",1,0,false,null,Bairro: Vila Ré.,CLT (Efetivo),['Vale Transporte'],2021-04-13T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CARCELL', 'confidencial': False}","{'nome': 'Bloqueadores Carcell Comercial Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/instalador-de-acessorios/19183400/?origem_apply=busca-de-vagas&entrada_apply=direto,8987,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19183491,Fisioterapeuta Pilates,2021-08-25T23:59:59Z,2021-08-25T09:12:36Z,0,"Até R$ 1.000,00",0,true,3,256887,M,R,1,<li> Atendimento a clínica de pilates.</li><li> Formação em Pilates e Fisioterapia.</li>,1,0,false,Das 18h às 21h.,null,"Autônomo,Free-lancer",[],2008-01-17T23:59:59Z,65,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MASTER RH', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 67, 'cidade': 'Arujá', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 376, 'cidade': 'Itaquaquecetuba', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 492, 'cidade': 'Mogi das Cruzes', 'total': 1}]",https://www.catho.com.br/vagas/fisioterapeuta-pilates/19183491/?origem_apply=busca-de-vagas&entrada_apply=direto,5097,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,null
catho_2021-09-15_page_3501_a_4000.parquet,19183668,Desenvolvedor Java Pleno ( EDI Financeiro),2021-08-24T23:59:59Z,2021-08-24T18:20:26Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,71074,G,C,0,"<li> Como desenvolvedor você será protagonista na construção de um produto de missão crítica, cuja missão é integrar parceiros de negócio em uma empresa cada vez mais alinhada ao ritmo dos consumidores. Você terá contato com demandas e estórias construídas com base na realidade dos nossos clientes, empresas globais que exigem qualidade e boa performance. O profissional também será desafiado a apoiar na descoberta dessas estórias, identificando soluções simples que atendam às suas necessidades. Como a comunicação também é um desafio, o dev Neogrid participa na atualização dos manuais dos nossos sistemas. Isso dá oportunidade de comunicar ao usuário a melhor forma de fazer uso correto daquilo que foi construído por nós.</li><li> Conhecimentos sobre banco de dados, principalmente SQL Server. Experiência no uso de GIT. Experiência em Java, APIs WEB e backend. Superior cursando na área da Tecnologia. Interesse em aprender outras linguagens de programação.</li>",1,0,false,null,null,null,[],2010-05-24T23:59:59Z,42,[10],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NEOGRID', 'confidencial': False}","{'nome': 'NEOGRID', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9439, 'cidade': 'Joinville', 'total': 1}]",https://www.catho.com.br/vagas/desenvolvedor-java-pleno--edi-financeiro/19183668/?origem_apply=busca-de-vagas&entrada_apply=direto,2374,2021-09-15T15:43:58.000+0000,2021-09-15T10:25:01.000+0000,2021-11-09
catho_2021-09-15_page_3501_a_4000.parquet,19184149,Administrador,2021-08-24T23:59:59Z,2021-08-24T23:39:22Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,1227681,M,C,1,<li> Toda rotina administrativa de postos de combustíveis.</li><li> Experiência em postos de combustíveis</li>,1,0,false,A combinar,null,null,[],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MILOS CONSULTORIA EMPRESARIAL', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 13, 'estado': 'Minas Gerais', 'uf': 'MG', 'cidadeId': 4096, 'cidade': 'Belo Horizonte', 'total': 1}]",https://www.catho.com.br/vagas/administrador/19184149/?origem_apply=busca-de-vagas&entrada_apply=direto,2260,2021-09-15T15:43:58.000+0000,2021-09-15T10:25:01.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19187117,Técnica em Enfermagem,2021-08-25T23:59:59Z,2021-08-25T09:50:00Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,277625,M,R,1,"<li> coleta sanguínea, posicionamento para ultrassom, realização de FGC, mapa e holter.</li><li> -Necessário experiência na função.
-Curso Técnico em Enfermagem.

Desejável experiência em posicionamento de pacientes para ultrassonografia.</li>",1,0,false,"9h00 às 19h00 de segunda a sexta-feira, e das 07h00 às 11h00 aos sábados.",.,null,['Vale Transporte'],2008-04-16T23:59:59Z,8,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'AMPLIAR', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 9, 'estado': 'Goiás', 'uf': 'GO', 'cidadeId': 2998, 'cidade': 'Anápolis', 'total': 1}]",https://www.catho.com.br/vagas/tecnica-em-enfermagem/19187117/?origem_apply=busca-de-vagas&entrada_apply=direto,4732,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19187379,Ajudante Geral,2021-08-25T23:59:59Z,2021-08-25T10:38:14Z,1100,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1212302,P,C,1,"<li> Ajudante de carga e descarga, organização do pátio e auxiliar em inventários. Organização da documentação termo de comodato e nota fiscais. Comunicação e resiliência. Desejável ser ágil e ter disponibilidade, proativo. Experiência com carga e descarga, auxiliar de pátio.</li><li> Ensino Médio completo, experiência com carga e descarga.</li>",9,0,false,Comercial de segunda a sexta.,"Está disponível as demandas da empresa, viagens pernoites.",null,"['Tíquete Refeição', 'Vale Transporte']",2020-02-27T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'COOLTECH SERVIÇOS DE REFRIGERAÇÃO', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 10, 'estado': 'Maranhão', 'uf': 'MA', 'cidadeId': 3380, 'cidade': 'Imperatriz', 'total': 1}]",https://www.catho.com.br/vagas/ajudante-geral/19187379/?origem_apply=busca-de-vagas&entrada_apply=direto,4495,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19187812,Vendedor Interno,2021-08-25T23:59:59Z,2021-08-25T11:29:17Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,2,1301550,P,C,1,"<li> Vendedor Interno - EPI e Equipamentos e Plásticos de Engenharia (Prospecção por telefone). Estamos contratando vendedor interno com experiência focado nos resultados, que saiba buscar no mercado prospects qualificados.</li><li> Experiência em atendimento por telefone Perfil Hunter. Perfil pró-ativo, resiliente, criativo. 
Experiência em EPI (equipamento de proteção individual) e/ou Plásticos de engenharia.</li>",1,0,false,Segunda a Sexta das 8h as 17h48.,Comissão sobre Vendas.,CLT (Efetivo),['Vale Transporte'],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'INOVA PLASTICOS E BORRACHAS', 'confidencial': False}","{'nome': 'INOVA DISTRIBUIDORA DE EPIs PLASTICOS E BORRACHAS LTDA.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 2}]",https://www.catho.com.br/vagas/vendedor-interno/19187812/?origem_apply=busca-de-vagas&entrada_apply=direto,5180,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_2501_a_3000.parquet,19187965,Auxiliar Operador Mantenedor,2021-08-27T23:59:59Z,2021-08-27T09:25:08Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,449170,M,C,0,"<li> Objetivo do cargo: Auxiliar o técnico operador na operação, cumprimento dos programas de manutenção e conservação geral das Pequenas Centrais Termelétricas. Atividades a serem desenvolvidas: Auxiliar na operação de grupos motogeradores a gás natural/diesel; Auxiliar no controle dos parâmetros de processo nos sistemas mecânicos, nos sistemas de controle e nos sistemas elétricos de baixa e média tensão; Auxiliar na operação de supervisórios e/ou painel de controle; Auxiliar na execução de manobras operacionais nos sistemas mecânicos, no sistemas de controle e nos sistemas elétricos de baixa e média tensão; Auxiliar na execução dos procedimentos de bloqueio, liberação e recebimento de equipamentos, instalações e serviços, nos sistemas mecânicos, nos sistemas de controle e nos sistemas elétricos de baixa e média tensão; Auxiliar na manutenção de máquinas, equipamentos e instalações; Inspecionar as instalações que compõem a central de geração e relatar caso existam anomalias do processo; Verificar, relatar e agir em caso de vazamentos de fluidos (lubrificantes, combustíveis e gases); Zelar pelas instalações e equipamentos (Organização, arrumação e limpeza). Requisitos: Ensino técnico cursando ou completo (eletromecânica, eletrotécnica ou relacionados) Experiência com operação e manutenção em centrais termoelétricas. Conhecimento intermediário com o pacote office (Word, Excel e PowerPoint).</li>",1,0,false,null,"Necessário possuir habilitação categoria B. Necessário ter fácil acesso em Macau/RN. Benefícios: Plano de Saúde. Plano Odontológico. Vale Refeição. Recado importante: Essa vaga está aberta à aplicação de todos, independentemente de suas características ou condições humanas quanto à etnia, gênero, orientação sexual, acessibilidade, cultural, social ou de qualquer outro fator. Reforçamos que todas as nossas vagas estão e sempre estarão abertas para pessoas com deficiência (PCDs).",null,[],2011-03-04T23:59:59Z,26,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'ECOGEN', 'confidencial': False}","{'nome': 'ECOGEN', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 19, 'estado': 'Rio de Janeiro', 'uf': 'RJ', 'cidadeId': 7978, 'cidade': 'Rio de Janeiro', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-operador-mantenedor/19187965/?origem_apply=busca-de-vagas&entrada_apply=direto,6869,2021-09-15T15:43:58.000+0000,2021-09-15T10:02:41.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19188774,Vendedor de Peças,2021-08-25T23:59:59Z,2021-08-25T13:08:37Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,15450,M,C,1,"<li> Atendimento ao cliente (presencial e telefônico). Exploração dos canais de vendas (portais de compras, sites especializados). Realizar periodicamente contatos com clientes informando-os de promoções realizadas pelo concessionário, pautados pelas ferramentas sistêmicas oferecidas. Contato com frotistas. Prospecção de clientes. Acompanhamento dos pedidos. Emissão NF. Acompanhamento pós venda. Participação ativa nos inventários de peças</li>",1,0,false,null,null,null,[],2020-12-09T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MARKA', 'confidencial': False}","{'nome': 'Marka Veículos Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 13, 'estado': 'Minas Gerais', 'uf': 'MG', 'cidadeId': 4763, 'cidade': 'Muriae', 'total': 1}]",https://www.catho.com.br/vagas/vendedor-de-pecas/19188774/?origem_apply=busca-de-vagas&entrada_apply=direto,7236,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19188839,Técnico em Segurança do Trabalho,2021-08-25T23:59:59Z,2021-08-25T13:09:40Z,0,"De R$ 3.001,00 a R$ 4.000,00",0,true,1,506514,P,R,1,"<li> Descrição: Realizar inspeções e auditorias de segurança em toda a planta no turno correspondente. Planejar e orientar os processos de inspeções nos locais de trabalho, para a identificação de condições perigosas, e definição de providências necessárias para eliminar as situações de riscos, bem como treinar e conscientizar os funcionários quanto as atitudes de segurança no trabalho. Orientar com ações preventivas à todos na organização, determinando ao colaborador sobre o uso de equipamentos de proteção individual (EPI), bem como indicar e inspecionar equipamentos de proteção contra incêndio, quando as condições assim o exigirem, visando à redução dos riscos à segurança e integridade física do trabalhador. Executar ações necessárias ao cumprimento das normas e procedimentos relativos a segurança do trabalho. Orientar e acompanhar a aplicação dos programas de prevenção de acidentes, saúde ocupacional e meio ambiente, promovendo ações preventivas e de monitoramento e controles aos riscos. Realizar treinamento dos novos funcionários ou contratados, além da reciclagem de treinamentos específicos sempre que necessário. Preparar programas de treinamento sobre segurança do trabalho, incluindo programas de conscientização e divulgação de normas de segurança, visando ao desenvolvimento de uma atitude preventiva nos funcionários quanto à segurança do trabalho. Redigir e avaliar tecnicamente os procedimentos e instruções de trabalhos, bem como apoiar tecnicamente a área operacional na construção dos mesmos. Orientar e avaliar os casos de acidente do trabalho, acompanhando o acidentado para recebimento de atendimento médico adequado. Apoiar tecnicamente na investigação dos incidentes e cumprimento das ações de correção. Colaborar nos projetos de modificações prediais ou novas instalações da empresa, visando a criação de condições mais seguras no trabalho. Pesquisar e analisar as causas de doenças ocupacionais e as condições ambientais em que ocorreram, tomando as providências exigidas em lei, visando evitar sua reincidência, bem como corrigir as condições insalubres causadoras dessas doenças. Desenvolver e orientar a promoção de campanhas, palestras e outras formas de treinamento com o objetivo de divulgar as normas de segurança e higiene do trabalho, bem como para informar e conscientizar o trabalhador sobre atividades insalubres, perigosas e penosas, fazendo o acompanhamento e avaliação das atividades de treinamento e divulgação. Colaborar com a CIPA em seus programas e campanhas. Participar ativamente de programas de melhoria. Zelar e garantir disponibilidade dos recursos de emergência. Executar outras atividades, de mesma natureza e grau de complexidade, de acordo com solicitações do Gestor da área.</li><li> Ensino superior completo. Ensino Técnico em Segurança do Trabalho. Desejável curso de bombeiro civil. Pacote Office. Participar da elaboração e implementar gestão de saúde e segurança no trabalho (SST). Realizar auditorias preventivas, acompanhamento e avaliação de áreas de riscos. Identificar variáveis de controle de doenças, acidentes, qualidade de vida e meio ambiente. Experiência na área. Experiência no sistema de gestão, fiscalização e controles de segurança do trabalho. Conhecimento em NR 05, NR 11, NR 22, NR 23, NR 33, NR 35 e afins.</li>",1,0,false,null,Possuir CNH B.,null,[],2009-06-24T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'PRÓ-GESTÃO CONSULTORIA', 'confidencial': False}","{'nome': 'Pró-Gestão Con. em Gestão de Pessoas S/S Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9288, 'cidade': 'Aurora', 'total': 1}]",https://www.catho.com.br/vagas/tecnico-em-seguranca-do-trabalho/19188839/?origem_apply=busca-de-vagas&entrada_apply=direto,6879,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19189312,Programador PCP Pleno,2021-08-25T23:59:59Z,2021-08-25T13:21:49Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,135482,M,R,1,"<li> Planejar e programar os processos produtivos, de acordo com as necessidades de fabricação e demandas de estoque, controla a disponibilidade de materiais.</li><li> Curso de produção têxtil e experiência em PCP.</li>",1,0,false,null,null,null,[],2008-02-22T23:59:59Z,3,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'PEOPLE RECURSOS HUMANOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 712, 'cidade': ""Santa Barbara D'oeste"", 'total': 1}]",https://www.catho.com.br/vagas/programador-pcp-pleno/19189312/?origem_apply=busca-de-vagas&entrada_apply=direto,7035,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19189574,Representante Comercial e Vendedor,2021-08-25T23:59:59Z,2021-08-25T13:49:16Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,309909,P,C,1,"<li> Realizar o intermédio de negócios mercantis para terceiros, por meio de visitas aos clientes para apresentação de produtos e serviços e finalização da venda. Controlar pedidos, acompanhar clientes na pós- venda e estudar tendências de mercado, a fim de identificar novas oportunidades de negócio e alcançar a meta estabelecida. Ramo alimentício.</li>",1,0,false,null,Comissão e premiação.,null,[],2008-03-08T23:59:59Z,1,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'COMERCIAL REJAN', 'confidencial': False}","{'nome': 'Comercial Rejan Foods Ltda', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 594, 'cidade': 'Pedro de Toledo', 'total': 1}]",https://www.catho.com.br/vagas/representante-comercial-e-vendedor/19189574/?origem_apply=busca-de-vagas&entrada_apply=direto,7027,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,null
catho_2021-09-15_page_3001_a_3500.parquet,19189767,Assistente de Recursos Humanos,2021-08-25T23:59:59Z,2021-08-25T15:12:02Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,1239266,P,C,1,"<li> prestar consultoria interna na contratação e gestão de talentos;
dar ênfase à cultura participativa e democrática;
trabalhar a motivação e incentivar a realização pessoal de colaboradores;
criar valor ao cliente interno e externo;
preparar funcionários para ocupar altos cargos no futuro;
planejar carreiras.
Consultor de recursos humanos;
Gestor de recrutamento e seleção;
Assistente de departamento de pessoal;
Supervisor ou analista de cargos, salários e carreiras;
Analista de treinamento e capacitação;
Analista de recursos humanos;
Gerente ou diretor de recursos humanos.</li>",1,0,false,null,null,null,"['Tíquete Refeição', 'Vale Transporte']",null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NORTH SISTEMA DE MONITORAMENTO DE ALARMES', 'confidencial': False}","{'nome': 'North Sistema de Monitoramento de Alarmes Eireli', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/assistente-de-recursos-humanos/19189767/?origem_apply=busca-de-vagas&entrada_apply=direto,5276,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19189804,Enfermeiro Forense,2021-08-25T23:59:59Z,2021-08-25T14:20:57Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,418287,P,C,0,"<li> Atuar com cuidados com a saúde emocional de vítimas de abusos sexuais, maus tratos ou violência doméstica.</li><li> </li>",1,0,false,null,null,null,[],2008-03-13T23:59:59Z,2,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'METTRA-CORT', 'confidencial': False}","{'nome': 'METTRA-CORT', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 9, 'estado': 'Goiás', 'uf': 'GO', 'cidadeId': 3195, 'cidade': 'Porangatu', 'total': 1}]",https://www.catho.com.br/vagas/enfermeiro-forense/19189804/?origem_apply=busca-de-vagas&entrada_apply=direto,7132,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-16_page_3001_a_3500.parquet,19189987,Auxiliar de Almoxarifado,2021-08-26T23:59:59Z,2021-08-26T12:13:28Z,1500,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1306042,M,R,1,<li> Separação de materiais. Organizar estocagem dos materiais. Conferência de produtos. Apontar Planilhas.</li><li> Conhecimento com sistema TOTVS.</li>,1,0,false,Escala 12x36 das 07:30 às 19:30.,null,Temporário,"['Restaurante na empresa', 'Seguro Saúde', 'Vale Transporte']",2021-04-09T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'JOTA EMPREGOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 376, 'cidade': 'Itaquaquecetuba', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-de-almoxarifado/19189987/?origem_apply=busca-de-vagas&entrada_apply=direto,4474,2021-09-17T04:37:57.000+0000,2021-09-16T10:17:04.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19190122,Analista de Atendimento (SAC),2021-08-25T23:59:59Z,2021-08-25T16:03:21Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1251209,P,C,1,"<li> Quem buscamos: Pessoa que tenha facilidade para solucionar problemas, com boa capacidade analítica, e bom relacionamento interpessoal. Que tenha resiliência e uma escuta ativa para entender os dilemas e necessidades dos nossos cliente. Responsabilidades do cargo: O analista de SAC será responsável por realizar atendimento através de uma comunicação clara em todos os pontos de contato com os clientes da empresa (telefone/e-mail/whatsapp/redes sociais) Irá realizar o apontamento de ocorrências, interagindo com área operacional, financeira e logística.</li><li> Para esta vaga é desejável experiência comprovada em atendimento de SAC, espírito de liderança, facilidade na resolução de problemas e apoio a outras áreas. Conhecimentos desejados: - Relacionamento interpessoal - Trabalho em equipe - Ensino médio completo - Conhecimentos de pacote office (word - excel - outlook) - Digitação - Administração do tempo - Agilidade de raciocínio - Dinamismo e pronto atendimento - Espírito de equipe - Iniciativa - Facilidade de aprendizagem</li>",1,0,false,"De segunda à sexta 09h às 17:30h
Sabados das 09h às 15h",null,CLT (Efetivo),['Vale Transporte'],2019-06-25T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'BRISTOL COMERCIAL', 'confidencial': False}","{'nome': 'BRISTOL COMERCIAL LTDA', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-atendimento-sac/19190122/?origem_apply=busca-de-vagas&entrada_apply=direto,4616,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
catho_2021-09-17_page_1_a_500.parquet,19190313,Esteticista,2021-08-25T23:59:59Z,2021-09-16T10:44:32Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,1313909,M,C,1,"<li> Estamos em busca de uma profissional da área da estética!
ATENÇÃO: CLÍNICA NA REGIÃO SUL DE SÃO PAULO

Escolaridade: 
- Ensino superior completo em Estética. 

Perfil: Comunicativa, responsável, organizada com vontade e facilidade em aprender.

Diferencial:
- Habilidade para fazer procedimentos faciais, corporais, drenagens e demais procedimentos inerentes ao cargo.
- Já possui experiência na área da estética.

Demais informações (como salário, regime de contratação e horário de trabalho serão informados na entrevista).

Venha fazer parte da família Diolaser!</li><li> Requisitos:
- Vaga FEMININA;
- Graduação na área;
- Disponibilidade de deslocamento para a zona zul de São Paulo;
- Disponibilidade de horário para trabalhar por escala se necessário.</li>",1,0,false,null,null,null,[],null,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'DIOLASER', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/esteticista/19190313/?origem_apply=busca-de-vagas&entrada_apply=direto,9239,2021-09-17T15:13:46.000+0000,2021-09-17T09:10:57.000+0000,2021-11-09
catho_2021-09-15_page_3001_a_3500.parquet,19190321,Analista suporte MAC (Field Service):,2021-08-25T23:59:59Z,2021-08-25T16:07:17Z,0,"De R$ 6.001,00 a R$ 7.000,00",0,true,1,122543,G,C,1,"<li> Experiencia em manutenção de Computadores;
Experiencia em configuração e suporte Microsoft Windows 10;
Experiencia em  suporte avançado MacOS 10 ou superior;
Experiencia em  suporte avançado de configuração e suporte MAC;
Experiencia em  configuração e suporte no pacote Office 2016 ou superior Office 365;
Experiencia em instalação de softwares e aplicações em geral;
Experiencia em suporte básico em rede (TCP/IP);
Conhecimento em ITIL.</li><li> Desejável certificações:

ACMT 2015/2018
Exame de certificação de Serviço Mac 9L0-012
Exame sobre solução de problemas do OS X Yosemite 9L0-066

Obs.: Caso não tenha as certificações o CV deve explicitar cursos e/ou vivencia de rotina de suporte MAC detalhada neste tipo de equipamento.</li>",1,0,false,Segunda a sexta de 09:00 às 18:00,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Seguro de Vida em Grupo', 'Vale Transporte']",2008-01-07T23:59:59Z,19,[10],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'LAN DESIGNERS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 19, 'estado': 'Rio de Janeiro', 'uf': 'RJ', 'cidadeId': 7978, 'cidade': 'Rio de Janeiro', 'total': 1}]",https://www.catho.com.br/vagas/analista-suporte-mac-field-service:/19190321/?origem_apply=busca-de-vagas&entrada_apply=direto,5620,2021-09-15T15:43:58.000+0000,2021-09-15T10:15:07.000+0000,2021-11-09
