nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_5501_a_6000.parquet,19094758,Analista Logístico,2021-08-09T23:59:59Z,2021-08-09T15:17:53Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,79034,P,R,1,"<li> Analisar a compra de matérias-primas, máquinas e materiais da empresa e desenvolve estratégias para armazenagem e distribuição de produtos. Acompanhar indicadores de desempenho operacional e de transporte e elabora planilhas de controle.</li><li> Ensino Superior completo em Logística. Conhecimentos em Excel avançado. Experiência com atendimento ao cliente. Vivência em indústria de autopeças.</li>",1,0,false,null,Disponibilidade de horário.,null,[],2008-01-02T23:59:59Z,14,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MAIORH TRABALHO TEMPORARIO', 'confidencial': False}","{'nome': 'Método Assessoria, Int. e Org. em Rec. Hum. Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 143, 'cidade': 'Caçapava', 'total': 1}]",https://www.catho.com.br/vagas/analista-logistico/19094758/?origem_apply=busca-de-vagas&entrada_apply=direto,8588,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19095029,Gerente de Contabilidade e Controladoria,2021-08-10T23:59:59Z,2021-08-10T11:39:12Z,0,"De R$ 5.001,00 a R$ 6.000,00",0,true,1,1236743,M,C,0,"<li> Este titular de função é responsável pela contabilidade de custos, relatórios e análises. A função deve gerenciar extensivamente o custo do material e fornecer entradas detalhadas para análises para vários departamentos em uma base semanal, mensal. A função também deve trabalhar com o departamento de Compras, Cadeia de Abastecimento para conduzir as reduções de custos através da localização, VAVE, etc e rastrear e monitorar as atividades de previsão e orçamento. De acordo com os requisitos dos padrões de contabilidade para empresas, regulamentos fiscais e tributários e sistema de gestão financeira , auditar, confirmar e medir todos os elementos contábeis, garantir a contabilidade oportuna e precisa, garantir as informações contábeis legais, verdadeiras, precisas, oportunas e completas fornecidas e garantir a emissão de relatório de auditoria não qualificado.</li><li> 1. Responsável pela implantação do sistema de Costing no SAP e garantir a interface adequada com outros sistemas. 2. Planeje a automação ativa para garantir a pronta disponibilidade de dados para análises por várias equipes, incluindo finanças, vendas, compras, etc. Automação para incluir dados para todas as conformidades estatutárias e de auditoria, análises de lucratividade, requisitos de caso de negócios futuros 3. Responsável pelas atividades de cálculo de custos mensais de acordo com as diretrizes e padrões contábeis, incluindo fechamento de livro, análise de variação, suporte ao Analista de Marketing / Preços para lucratividade do produto, manutenção de lista de alterações mês a mês, vs orçamento, previsão, etc. 4. Responsável por auditorias relacionadas ao consumo de custo de material, estoque, etc., bem como pela Auditoria de Custos 5. Responsável por desenvolver fortes controles através do sistema para garantir a reflexão correta do custo do material e do estoque, provisionamento de excesso e obsolescência, sucata, etc. 6. Participar das reuniões de redução de custos e apoiar as equipes com análise de dados, inventário de peças importadas, etc. para determinar o ponto de interrupção correto 7. Trabalhar em estreita colaboração com a equipe fiscal e equipe de controles para garantir a revisão de custos padrão em uma base periódica e oportuna 8. Responsável por manter a disciplina do sistema relacionada a movimentos de materiais, movimentos de estoque no sistema. Gere relatórios de exceção para monitorar quaisquer alterações não autorizadas do sistema e escalonamento em tempo hábil Responsável pelo Orçamento e previsão do custo de materiais e estoque. Trabalhe em estreita colaboração com a equipe da cadeia de suprimentos no modelo de estoque e defina o tamanho certo do estoque. 9. Geração de MIS detalhado do sistema relacionado ao rastreamento de todas as ideias de redução de custos. 10. Forte conhecimento de sistemas, especialmente SAP e proficiência em Excel. 11. Apoiar as equipes fiscais em bases periódicas relacionadas a consultas do departamento fiscal, alfandegário.</li>",1,0,false,null,"Contador público certificado no Brasil e certificados legais relevantes; Habilidade para se comunicar em inglês e português, necessário experiência no domínio de Costing e excelente conhecimento do sistema (SAP preferencial).",null,[],2020-08-31T23:59:59Z,0,[],"[{'habId': 41, 'hab': 'Inglês', 'nivelId': 3, 'nivel': 'Avançado'}]","{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'IEST TECNOLOGIA', 'confidencial': True}","{'nome': 'IEST TECNOLOGIA', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/gerente-de-contabilidade-e-controladoria/19095029/?origem_apply=busca-de-vagas&entrada_apply=direto,5040,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19095529,Assistente de Controladoria - Contábil Fiscal,2021-08-10T23:59:59Z,2021-08-10T12:41:36Z,2200,"De R$ 2.001,00 a R$ 3.000,00",4,false,1,135376,M,C,0,"<li> Executar as atividades relacionadas a gestão de operações financeiras. Análise, classificação e conciliação contábil das empresas do grupo Lello. Análise, apuração e escrituração de impostos, contribuições e taxas federais, estaduais e municipais e outras atividades relacionadas com as operações financeiras, contábeis, fiscais e tributárias do Grupo Lello. Conferência e análise das notas fiscais lançadas no sistema. Integrações contábeis no sistema ERP, bem como verificar e reportar as inconsistências observadas para que sejam tomadas as providências cabíveis. Análise dos gastos corporativos, conferindo as variações ocorridas no período. Rateio dos centros de custos corporativos. Emitir notas fiscais avulsas. Controle dos créditos tributários; elaboração da composição dos saldos contábeis; controle contábil dos saldos das contas do ativo e a integração do módulo de patrimônio; atualização do valor dos impostos a recuperar; atualização dos saldos de contratos mútuos entre empresas do Grupo, etc., de acordo com os procedimentos e orientações recebidas. Executar outras tarefas correlatas.</li><li> Possuir conhecimentos dos métodos, técnicas e processos de trabalhos relacionados com análise, classificação e conciliação contábil, análise, apuração e escrituração de impostos, contribuições e taxas federais, estaduais e municipais e outras atividades relacionadas com as operações financeiras, contábeis, fiscais e tributárias. Domínio do pacote Office e demais aplicativos utilizados no desenvolvimento dos trabalhos. Formação Ensino Médio Completo ou Técnico em Contabilidade. Será um diferencial: Formação completa em Ciências Contábeis.</li>",1,0,false,"Segunda a sexta, das 8h30 às 18h00",null,null,"['Assistência Médica / Medicina em grupo', 'Convênio com Farmácia', 'Seguro de Vida em Grupo', 'Tíquete Refeição', 'Vale Transporte']",2008-01-08T23:59:59Z,118,[10],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'LELLO CONDOMÍNIOS', 'confidencial': False}","{'nome': 'LELLO CONDOMÍNIOS', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 1}]",https://www.catho.com.br/vagas/assistente-de-controladoria---contabil-fiscal/19095529/?origem_apply=busca-de-vagas&entrada_apply=direto,2101,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19095818,Assessor de Comunicação,2021-08-09T23:59:59Z,2021-08-09T16:46:06Z,0,"De R$ 3.001,00 a R$ 4.000,00",0,true,1,234146,P,R,1,"<li> Administração de informação, planejamento de marketing, interação com público interno e externo, classificação de releases e organização de clipping.</li><li> Ensino Superior completo em Comunicação Social, Relações Públicas, Jornalista e afins. Experiência anterior na função e com follow-up ativo. Conhecimento em Pacote Office Intermediário-Avançado. Domínio da língua portuguesa (escrita e oral). Disponibilidade para viagens. Diferencial: Atuação anterior em instituição de ensino.</li>",1,0,false,Segunda a sexta ? 09:00 às 19:00.,"Salário: R$3500,00 a R$4500,00.",null,"['Assistência Médica / Medicina em grupo', 'Estacionamento', 'Restaurante na empresa']",2008-01-14T23:59:59Z,21,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NORTEARH', 'confidencial': False}","{'nome': 'Nortearh - Pessoas, Organizações E Negócios', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 13, 'estado': 'Minas Gerais', 'uf': 'MG', 'cidadeId': 4096, 'cidade': 'Belo Horizonte', 'total': 1}]",https://www.catho.com.br/vagas/assessor-de-comunicacao/19095818/?origem_apply=busca-de-vagas&entrada_apply=direto,9047,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,null
catho_2021-09-15_page_5501_a_6000.parquet,19095954,Coordenador de Obras,2021-08-09T23:59:59Z,2021-08-09T16:53:48Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,234146,P,R,1,"<li> Garantir a execução da obra dentro do prazo previsto e abaixo do orçamento garantindo a qualidade dos serviços executados e a segurança de todos os colaboradores.</li><li> Ensino Superior em Engenharia. Experiência na execução de obras Residenciais do Programa MCMV/Casa Verde e Amarela. Experiência com Gestão de Projetos: Pessoas, Cronograma, Custo, Qualidade. Experiência em execução de obras no sistema construtivo de Paredes de Concreto Moldada in Loco. Conhecimento em Excel, Project e Autocad.</li>",1,0,false,null,null,CLT (Efetivo),[],2008-01-14T23:59:59Z,21,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'NORTEARH', 'confidencial': False}","{'nome': 'Nortearh - Pessoas, Organizações E Negócios', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 21, 'estado': 'Rio Grande do Sul', 'uf': 'RS', 'cidadeId': 8892, 'cidade': 'Santana do Livramento', 'total': 1}]",https://www.catho.com.br/vagas/coordenador-de-obras/19095954/?origem_apply=busca-de-vagas&entrada_apply=direto,9048,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19096031,Aprendiz,2021-08-09T23:59:59Z,2021-08-09T16:58:19Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,1008772,M,R,1,"<li> Atuar em atividades nos setores de produção, expedição e rotinas administrativas.</li><li> Ensino médio ou Ensino superior.
Conhecimentos em informática.</li>",1,0,false,null,null,null,[],2017-06-21T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'VALLE RECURSOS HUMANOS TRABALHOS TEMPORÁRIOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 192, 'cidade': 'Cerquilho', 'total': 1}]",https://www.catho.com.br/vagas/aprendiz/19096031/?origem_apply=busca-de-vagas&entrada_apply=direto,8681,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19096112,Motorista Carreteiro,2021-08-09T23:59:59Z,2021-08-09T17:03:20Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,99392,M,R,1,"<li> Dirigir o veículo observando as normas de transito, transportando cargas, providenciando a manutenção do veículo, comunicando as falhas e solicitando os reparos necessários; efetuar reparos de emergência no veículo, cumprir com as normas da empresa.</li><li> Ensino Médio completo.
Necessário experiência como motorista carreteiro, disponibilidade para viagens e possuir CNH A/E</li>",9,0,false,null,null,null,[],2008-02-11T23:59:59Z,25,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'TRAINNER', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 12, 'estado': 'Mato Grosso do Sul', 'uf': 'MS', 'cidadeId': 3847, 'cidade': 'Campo Grande', 'total': 1}]",https://www.catho.com.br/vagas/motorista-carreteiro/19096112/?origem_apply=busca-de-vagas&entrada_apply=direto,9207,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19096509,Analista Fiscal Jr,2021-08-09T23:59:59Z,2021-08-09T18:32:06Z,0,"De R$ 3.001,00 a R$ 4.000,00",0,true,1,264833,P,C,1,"<li> - Responsável por atuar na área fiscal da empresa e atuar com conciliação das contas de impostos ICMS: IPI, PIS, COFINS, ISS, ERPs;
- Prestar suporte administrativo no atendimento aos clientes (e-mail, atendimento pessoal e/ou telefone), respondendo dentro do prazo as solicitações recebidas;
- Executar rotinas contábeis, como atividades de lançamentos, conciliações e demonstrativos, consolidar conversões, caderno anual juntamente com o gestor da área, analisar e elaborar relatórios com os resultados para a gerência, realizar fechamento e apurações de impostos diretos e indiretos, emitir os informativos acessórios (SINTEGRA / SPED / DCTF / DIRF etc.);
- Realizar conciliação contábil, lançamentos contábeis, emitir guias de recolhimento e execução de trabalhos em órgãos públicos, fazer a emissão de nota fiscal eletrônica de venda, entrega futura, triangulação, importação e exportação, serviços, entre outros, atuar com a substituição tributária e antecipação tributária, realizar a legislação tributária, SINTEGRA, SPED fiscal (EFD);
- Elaboração e análise de balanços e DRE;
- Efetuar conciliação e fechamento de balancetes mensais, NFe, livros fiscais, apurações de impostos, declarações estaduais e Federais, SPED fiscal e contribuições;
- Monitorar o vencimento dos tributos.</li><li> Ensino Superior completo nas áreas de Administração, Ciências Contábeis ou Economia.
Excel Avançado e Intermediário em Word e Internet. Apuração de Tributos Diretos e Indiretos referente Regime Tributário Simples Nacional e Lucro Presumido Apresentação de Obrigações acessórios junto a Receita Federal.</li>",1,0,false,De segunda a sexta das 08h - 17h15,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Estudo de Faculdade', 'Participação nos lucros', 'Tíquete Refeição', 'Vale Transporte']",2011-07-29T23:59:59Z,4,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'TRADAL BRAZIL', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 97, 'cidade': 'Barueri', 'total': 1}]",https://www.catho.com.br/vagas/analista-fiscal-jr/19096509/?origem_apply=busca-de-vagas&entrada_apply=direto,9269,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19096698,IMPRESSOR FLEXOGRÁFICO PLENO (BANDA LARGA),2021-08-09T23:59:59Z,2021-08-09T18:58:44Z,0,"De R$ 2.001,00 a R$ 3.000,00",4,false,5,10245,M,R,1,"<li> Experiência comprovada em função como impressor flexográfico , colação de clichê , aprovação de padrão de cor.</li><li> Ensino Médio Completo</li>",9,0,false,"Horário de trabalho: Horário: 20h00 ás 18h00   ESCALA 12X36 (Incluindo Sábados, Domingos e Feriados).",null,Temporário,"['Cesta Básica', 'Convênio com Farmácia', 'Participação nos lucros', 'Vale Transporte']",2008-01-09T23:59:59Z,124,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'PREMIUM TALENTS', 'confidencial': False}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 71, 'cidade': 'Atibaia', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 150, 'cidade': 'Caieiras', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 276, 'cidade': 'Franco da Rocha', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 314, 'cidade': 'Guarulhos', 'total': 1}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 462, 'cidade': 'Mairipora', 'total': 1}]",https://www.catho.com.br/vagas/impressor-flexografico-pleno-banda-larga/19096698/?origem_apply=busca-de-vagas&entrada_apply=direto,6040,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19096758,Representante Comercial,2021-08-10T23:59:59Z,2021-08-10T12:24:01Z,1200,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,27007,P,C,0,"<li> Preparar o roteiro e conteúdos das visitas; Sugerir para os médicos novas fórmulas, novos produtos; Relacionamento buscando detectar áreas de interesse ou de oportunidades de expansão.</li><li> Ensino Médio completo. Domínio dos procedimentos básicos da informática operação de computadores como usuário. Digitação eficiente. Rotina de farmácia e medicamentos. Rotina de visitação médica. Conhecimento de técnicas de vendas Técnicas de Comunicação Interpessoal. Técnicas de visitação médica. Software de gerenciamento farmacêutico. Técnicas de comunicação. Técnicas de visitação médica . Comunicação interpessoal eficaz e eficiente. Raciocínio lógico e analítico. Ser persistente, meticuloso, sistemático.</li>",1,0,false,"De segunda a sábado, das 8:00 às 18:00.",Possuir veículo próprio e ter carteira de clientes.,CLT (Efetivo),"['Combustível', 'Tíquete Refeição']",2008-02-22T23:59:59Z,13,[6],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'VICOFARMA', 'confidencial': False}","{'nome': 'VICOFARMA', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 7, 'estado': 'Distrito Federal', 'uf': 'DF', 'cidadeId': 2716, 'cidade': 'Brasilia', 'total': 1}]",https://www.catho.com.br/vagas/representante-comercial/19096758/?origem_apply=busca-de-vagas&entrada_apply=direto,2769,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
catho_2021-09-15_page_5501_a_6000.parquet,19099014,Assistente de Recrutamento e Seleção,2021-08-10T23:59:59Z,2021-08-10T10:07:22Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,7996,G,C,1,"<li> Responsável em todas as etapas do processo de recrutamento e seleção, apoiando no levantamento de curriculum x vagas aberta, fazer contato com candidatos para agendar as entrevistas. Acompanhar as entrevistas junto aos candidatos e aplicação de provas ou dinâmica de grupos para adquirir experiência junto ao processo. Realizar contato com as agências e sites especializados para divulgação e anúncio das vagas, monitorar o processo para avaliar eficácia sob orientação da equipe RH. Manter os currículos dos profissionais da empresa atualizados para consulta e atendimento das demandas apresentadas. Preparar formulário com dados dos colaboradores que serão avaliados no período de experiência enviar para responsável que fará aplicação do processo e efetuará a compilação dos resultados enviando para liderança. Encaminhar candidatos aprovados para realização de exames médicos, solicitar documentação para admissão e acompanhar até o processo final. Gerar relatório com as informações dos treinamentos a serem realizados, disponibilizar a equipe que dará continuidade no processo analisando as informações x plano anual de treinamento. Efetuar registro de treinamento para controle de horas de treinamento anual. Providenciar inscrição nos programa de treinamento dos funcionários da organização, contatando às empresas prestadoras de serviços para acertos dos detalhes técnicos (reserva de vaga no curso, data, valores, etc.). Participar de reuniões e/ou grupos de estudo para desenvolvimento de pessoas, com objetivo de acompanhar as novidades de mercado. Auxiliar as descrições dos cargos da empresa, adequando as informações ao e-social, efetuar através de coleta dos dados via entrevistas com os ocupantes dos cargos, visando fornecer os elementos básicos para administração de cargos e salários, treinamento e desenvolvimento e suprir a área de recrutamento e seleção com o perfil dos cargos e de outros processos na área de recursos humanos. Acompanhar na elaboração dos estudos e análises relacionados salários x cargos, visando fornecer subsídios para as políticas de planejamento de sucessões e desenvolvimento. Auxiliar respondendo as pesquisas salariais externas sobre as tendências de mercado na área de remuneração, benefícios e práticas de RH, comparando a empresa com as melhores práticas de mercado. Receber as movimentação mensais (promoções, mérito etc) verificar que formulário está preenchido corretamente verificar se proposta está de acordo com política enviando à equipe para análise final.</li><li> imprescindível experiência anterior
Cursando superior em psicologia (a partir do 2º semestre). Excel Intermediário / Avançado. 
PowerPoint intermediário. Experiência em indicadores de R&S.</li>",1,0,false,De segunda a Quinta-feira das 07h30 às 17h30 e Sexta-feira das 07h30 às 16h15.,null,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Cesta Básica', 'Participação nos lucros', 'Restaurante na empresa', 'Vale Transporte']",2008-04-08T23:59:59Z,17,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MÁPPEL', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 226, 'cidade': 'Diadema', 'total': 1}]",https://www.catho.com.br/vagas/assistente-de-recrutamento-e-selecao/19099014/?origem_apply=busca-de-vagas&entrada_apply=direto,3119,2021-09-15T15:43:58.000+0000,2021-09-15T11:07:06.000+0000,2021-11-09
